Idade,Gênero,IMC,Filhos,Fumante,Região,Fumante_Numero,Encargos,Categoria_IMC,outlier_mask_Idade,outlier_mask_IMC,outlier_mask_Filhos,outlier_mask_Fumante_Numero,outlier_mask_Encargos
44.0,feminino,28.19,,sim,sudeste,1.0,4617.63,Sobrepeso,0,0,0,0,0
68.0,feminino,25.87,1.0,não,sudoeste,0.0,5470.24,Sobrepeso,0,0,0,0,0
40.0,feminino,18.24,0.0,não,sudeste,0.0,3720.74,Abaixo do peso,0,0,0,0,0
74.0,,24.75,1.0,não,noroeste,0.0,6448.08,Peso normal,0,0,0,0,0
34.0,feminino,27.17,2.0,sim,nordeste,1.0,4612.56,Sobrepeso,0,0,0,0,0
34.0,masculino,29.72,1.0,sim,nordeste,1.0,4084.86,Sobrepeso,0,0,0,0,0
56.0,feminino,31.25,3.0,sim,noroeste,1.0,6172.75,Obeso,0,0,0,0,0
,feminino,18.46,2.0,não,sudeste,0.0,2185.85,Abaixo do peso,0,0,0,0,0
49.0,feminino,32.9,2.0,não,,0.0,5487.61,Obeso,0,0,0,0,0
23.0,feminino,19.38,2.0,sim,sudoeste,1.0,4096.6,Peso normal,0,0,0,0,0
,masculino,30.38,0.0,não,sudoeste,0.0,1805.73,Obeso,0,0,0,0,0
30.0,masculino,29.23,3.0,sim,,1.0,5243.84,Sobrepeso,0,0,0,0,0
24.0,feminino,,1.0,não,,0.0,2792.52,Valor Inválido,0,0,0,0,0
,feminino,30.68,1.0,não,sudeste,0.0,2312.47,Obeso,0,0,0,0,0
31.0,masculino,34.17,3.0,,noroeste,,4507.91,Obeso,0,0,0,0,0
23.0,masculino,30.07,,,nordeste,,3090.89,Obeso,0,0,0,0,0
,,20.59,0.0,sim,noroeste,1.0,1558.05,Peso normal,0,0,0,0,0
55.0,feminino,20.0,1.0,sim,noroeste,1.0,5742.22,Peso normal,0,0,0,0,0
52.0,feminino,30.6,,não,,0.0,4873.31,Obeso,0,0,0,0,0
61.0,feminino,18.19,2.0,sim,,1.0,5690.35,Abaixo do peso,0,0,0,0,0
21.0,masculino,32.85,0.0,sim,sudoeste,1.0,2857.09,Obeso,0,0,0,0,0
43.0,masculino,34.95,,sim,noroeste,1.0,4518.91,Obeso,0,0,0,0,0
52.0,feminino,25.36,,,sudoeste,,4167.85,Sobrepeso,0,0,0,0,0
68.0,masculino,,3.0,não,nordeste,0.0,6645.79,Valor Inválido,0,0,0,0,0
54.0,feminino,25.75,3.0,sim,noroeste,1.0,6524.35,Sobrepeso,0,0,0,0,0
74.0,feminino,30.24,3.0,sim,nordeste,1.0,7544.67,Obeso,0,0,0,0,0
53.0,feminino,19.22,3.0,,sudoeste,,5300.83,Peso normal,0,0,0,0,0
,feminino,25.99,1.0,não,noroeste,0.0,1880.03,Sobrepeso,0,0,0,0,0
,feminino,27.15,0.0,não,nordeste,0.0,1269.69,Sobrepeso,0,0,0,0,0
75.0,feminino,29.87,3.0,sim,,1.0,7620.75,Sobrepeso,0,0,0,0,0
63.0,masculino,,0.0,não,sudeste,0.0,5158.68,Valor Inválido,0,0,0,0,0
76.0,feminino,24.69,,sim,sudoeste,1.0,6272.37,Peso normal,0,0,0,0,0
70.0,masculino,,3.0,não,nordeste,0.0,6798.74,Valor Inválido,0,0,0,0,0
,feminino,28.75,0.0,não,sudeste,0.0,1424.35,Sobrepeso,0,0,0,0,0
69.0,feminino,22.67,3.0,sim,nordeste,1.0,7123.58,Peso normal,0,0,0,0,0
,masculino,25.17,0.0,sim,nordeste,1.0,1671.99,Sobrepeso,0,0,0,0,0
52.0,feminino,27.19,3.0,sim,nordeste,1.0,6269.35,Sobrepeso,0,0,0,0,0
78.0,masculino,29.63,3.0,não,noroeste,0.0,7575.16,Sobrepeso,0,0,0,0,0
69.0,feminino,32.29,2.0,,,,6544.63,Obeso,0,0,0,0,0
30.0,feminino,26.08,,não,nordeste,0.0,3401.42,Sobrepeso,0,0,0,0,0
45.0,feminino,29.95,2.0,não,noroeste,0.0,4807.52,Obeso,0,0,0,0,0
30.0,feminino,19.48,1.0,sim,sudeste,1.0,3877.29,Peso normal,0,0,0,0,0
,masculino,23.58,3.0,não,sudeste,0.0,2602.79,Peso normal,0,0,0,0,0
79.0,masculino,25.29,0.0,sim,sudoeste,1.0,6579.52,Sobrepeso,0,0,0,0,0
53.0,masculino,23.59,1.0,sim,sudeste,1.0,4954.44,Peso normal,0,0,0,0,0
51.0,feminino,28.13,1.0,não,,0.0,4777.77,Sobrepeso,0,0,0,0,0
63.0,masculino,26.54,3.0,não,noroeste,0.0,6606.65,Sobrepeso,0,0,0,0,0
72.0,feminino,19.3,2.0,sim,noroeste,1.0,6670.86,Peso normal,0,0,0,0,0
58.0,feminino,28.94,1.0,não,sudoeste,0.0,5342.38,Sobrepeso,0,0,0,0,0
44.0,,31.78,,não,noroeste,0.0,4453.58,Obeso,0,0,0,0,0
65.0,feminino,34.42,3.0,sim,sudoeste,1.0,7282.29,Obeso,0,0,0,0,0
37.0,feminino,30.94,0.0,não,,0.0,4092.83,Obeso,0,0,0,0,0
77.0,feminino,24.1,,sim,,1.0,6145.97,Peso normal,0,0,0,0,0
20.0,,25.21,0.0,não,noroeste,0.0,2507.49,Sobrepeso,0,0,0,0,0
36.0,masculino,,2.0,sim,nordeste,1.0,4393.66,Valor Inválido,0,0,0,0,0
75.0,feminino,24.41,3.0,sim,noroeste,1.0,7530.23,Peso normal,0,0,0,0,0
39.0,feminino,26.12,1.0,não,sudeste,0.0,3792.02,Sobrepeso,0,0,0,0,0
40.0,masculino,34.13,,não,sudoeste,0.0,4079.8,Obeso,0,0,0,0,0
36.0,masculino,34.62,2.0,,,,4634.7,Obeso,0,0,0,0,0
46.0,masculino,25.43,2.0,sim,sudoeste,1.0,5543.55,Sobrepeso,0,0,0,0,0
68.0,masculino,20.79,0.0,não,sudoeste,0.0,4923.45,Peso normal,0,0,0,0,0
60.0,feminino,20.8,3.0,não,nordeste,0.0,6230.41,Peso normal,0,0,0,0,0
23.0,feminino,29.73,1.0,sim,sudeste,1.0,3852.94,Sobrepeso,0,0,0,0,0
64.0,feminino,23.04,1.0,não,sudeste,0.0,5766.88,Peso normal,0,0,0,0,0
27.0,feminino,29.7,2.0,sim,noroeste,1.0,4787.56,Sobrepeso,0,0,0,0,0
41.0,feminino,19.09,1.0,sim,sudoeste,1.0,4642.48,Peso normal,0,0,0,0,0
69.0,,19.06,3.0,sim,,1.0,6583.54,Peso normal,0,0,0,0,0
32.0,masculino,32.52,3.0,não,sudoeste,0.0,5057.38,Obeso,0,0,0,0,0
26.0,feminino,21.96,0.0,sim,noroeste,1.0,2877.73,Peso normal,0,0,0,0,0
64.0,feminino,19.53,0.0,não,sudoeste,0.0,4815.89,Peso normal,0,0,0,0,0
62.0,masculino,,,não,noroeste,0.0,4951.5,Valor Inválido,0,0,0,0,0
22.0,,,0.0,sim,noroeste,1.0,3436.8,Valor Inválido,0,0,0,0,0
55.0,feminino,34.11,2.0,não,sudoeste,0.0,6088.76,Obeso,0,0,0,0,0
75.0,masculino,,3.0,sim,noroeste,1.0,7767.34,Valor Inválido,0,0,0,0,0
51.0,masculino,19.96,3.0,sim,noroeste,1.0,5535.18,Peso normal,0,0,0,0,0
54.0,masculino,20.73,,,nordeste,,4731.42,Peso normal,0,0,0,0,0
51.0,masculino,30.04,2.0,sim,noroeste,1.0,5611.7,Obeso,0,0,0,0,0
56.0,feminino,27.7,0.0,não,sudoeste,0.0,4513.57,Sobrepeso,0,0,0,0,0
50.0,feminino,18.85,3.0,não,noroeste,0.0,5073.41,Peso normal,0,0,0,0,0
36.0,masculino,31.11,0.0,não,nordeste,0.0,3966.29,Obeso,0,0,0,0,0
22.0,masculino,30.11,0.0,não,sudoeste,0.0,2813.91,Obeso,0,0,0,0,0
66.0,feminino,32.01,2.0,não,sudoeste,0.0,6369.66,Obeso,0,0,0,0,0
70.0,masculino,28.58,3.0,sim,nordeste,1.0,7574.42,Sobrepeso,0,0,0,0,0
66.0,feminino,21.16,,sim,,1.0,5949.03,Peso normal,0,0,0,0,0
45.0,masculino,30.09,,sim,sudoeste,1.0,4470.75,Obeso,0,0,0,0,0
42.0,masculino,32.6,1.0,sim,nordeste,1.0,5062.69,Obeso,0,0,0,0,0
68.0,masculino,31.72,3.0,sim,nordeste,1.0,7318.01,Obeso,0,0,0,0,0
78.0,,34.93,,não,noroeste,0.0,6226.84,Obeso,0,0,0,0,0
73.0,masculino,18.43,3.0,não,nordeste,0.0,6607.53,Abaixo do peso,0,0,0,0,0
62.0,,18.05,3.0,não,nordeste,0.0,5808.36,Abaixo do peso,0,0,0,0,0
58.0,feminino,31.02,0.0,sim,noroeste,1.0,5594.06,Obeso,0,0,0,0,0
59.0,masculino,24.07,3.0,não,noroeste,0.0,6046.87,Peso normal,0,0,0,0,0
65.0,masculino,19.19,3.0,não,,0.0,6588.83,Peso normal,0,0,0,0,0
71.0,masculino,23.77,3.0,não,sudeste,0.0,6716.59,Peso normal,0,0,0,0,0
46.0,feminino,28.33,3.0,sim,sudoeste,1.0,6036.04,Sobrepeso,0,0,0,0,0
78.0,masculino,25.38,1.0,não,sudeste,0.0,6248.18,Sobrepeso,0,0,0,0,0
35.0,masculino,,0.0,não,nordeste,0.0,3040.5,Valor Inválido,0,0,0,0,0
,feminino,28.57,,não,nordeste,0.0,1307.63,Sobrepeso,0,0,0,0,0
51.0,feminino,29.16,1.0,não,sudeste,0.0,4965.99,Sobrepeso,0,0,0,0,0
,masculino,22.6,3.0,sim,noroeste,1.0,3292.31,Peso normal,0,0,0,0,0
54.0,masculino,24.67,2.0,não,noroeste,0.0,5676.93,Peso normal,0,0,0,0,0
48.0,feminino,27.62,0.0,não,sudeste,0.0,3952.3,Sobrepeso,0,0,0,0,0
36.0,,22.95,1.0,não,sudeste,0.0,4211.09,Peso normal,0,0,0,0,0
43.0,masculino,23.15,1.0,sim,sudoeste,1.0,4717.81,Peso normal,0,0,0,0,0
53.0,,22.25,3.0,não,nordeste,0.0,5240.4,Peso normal,0,0,0,0,0
33.0,feminino,20.9,,sim,,1.0,3803.18,Peso normal,0,0,0,0,0
43.0,masculino,28.84,3.0,não,sudoeste,0.0,4839.98,Sobrepeso,0,0,0,0,0
22.0,feminino,20.93,1.0,não,noroeste,0.0,3071.54,Peso normal,0,0,0,0,0
52.0,masculino,24.94,1.0,não,noroeste,0.0,4958.62,Sobrepeso,0,0,0,0,0
23.0,,30.39,0.0,,,,2433.17,Obeso,0,0,0,0,0
28.0,feminino,27.49,1.0,sim,noroeste,1.0,4324.96,Sobrepeso,0,0,0,0,0
73.0,masculino,24.77,1.0,,sudeste,,6222.08,Peso normal,0,0,0,0,0
56.0,masculino,34.05,2.0,não,sudoeste,0.0,5320.25,Obeso,0,0,0,0,0
,feminino,32.28,3.0,,sudeste,,3158.12,Obeso,0,0,0,0,0
31.0,masculino,23.85,2.0,não,nordeste,0.0,4367.88,Peso normal,0,0,0,0,0
54.0,,23.8,3.0,não,sudeste,0.0,5559.21,Peso normal,0,0,0,0,0
62.0,feminino,34.1,1.0,sim,noroeste,1.0,5825.76,Obeso,0,0,0,0,0
41.0,masculino,32.37,,sim,nordeste,1.0,4615.52,Obeso,0,0,0,0,0
67.0,masculino,28.03,1.0,não,nordeste,0.0,5801.26,Sobrepeso,0,0,0,0,0
52.0,masculino,,,sim,,1.0,5241.88,Valor Inválido,0,0,0,0,0
36.0,masculino,29.14,0.0,sim,noroeste,1.0,3787.57,Sobrepeso,0,0,0,0,0
19.0,masculino,23.66,1.0,não,sudeste,0.0,2627.0,Peso normal,0,0,0,0,0
52.0,masculino,27.63,1.0,,sudoeste,,4603.6,Sobrepeso,0,0,0,0,0
34.0,,34.43,2.0,sim,sudoeste,1.0,5365.44,Obeso,0,0,0,0,0
56.0,feminino,30.59,2.0,não,sudoeste,0.0,5567.36,Obeso,0,0,0,0,0
40.0,feminino,34.8,,,sudeste,,3919.79,Obeso,0,0,0,0,0
69.0,feminino,30.64,1.0,não,nordeste,0.0,6155.49,Obeso,0,0,0,0,0
19.0,feminino,29.23,1.0,não,nordeste,0.0,2827.69,Sobrepeso,0,0,0,0,0
50.0,feminino,22.99,1.0,não,noroeste,0.0,4662.74,Peso normal,0,0,0,0,0
57.0,,22.63,3.0,,noroeste,,5809.22,Peso normal,0,0,0,0,0
57.0,masculino,31.85,1.0,não,sudoeste,0.0,5621.58,Obeso,0,0,0,0,0
53.0,feminino,22.02,2.0,não,noroeste,0.0,5331.84,Peso normal,0,0,0,0,0
52.0,masculino,28.61,2.0,não,sudoeste,0.0,5744.85,Sobrepeso,0,0,0,0,0
59.0,feminino,22.78,2.0,não,nordeste,0.0,5839.69,Peso normal,0,0,0,0,0
18.0,feminino,,1.0,não,sudeste,0.0,2703.75,Valor Inválido,0,0,0,0,0
63.0,feminino,18.84,,sim,nordeste,1.0,5700.61,Peso normal,0,0,0,0,0
34.0,,19.38,0.0,não,noroeste,0.0,2928.97,Peso normal,0,0,0,0,0
31.0,feminino,,2.0,não,sudoeste,0.0,4217.72,Valor Inválido,0,0,0,0,0
54.0,masculino,29.5,0.0,sim,nordeste,1.0,5153.22,Sobrepeso,0,0,0,0,0
27.0,masculino,31.01,1.0,não,sudoeste,0.0,3527.04,Obeso,0,0,0,0,0
39.0,feminino,30.39,2.0,sim,sudoeste,1.0,5369.94,Obeso,0,0,0,0,0
33.0,feminino,18.67,3.0,não,sudoeste,0.0,4485.0,Peso normal,0,0,0,0,0
39.0,feminino,28.21,0.0,sim,sudoeste,1.0,3804.84,Sobrepeso,0,0,0,0,0
62.0,feminino,18.28,2.0,sim,sudeste,1.0,5886.85,Abaixo do peso,0,0,0,0,0
57.0,feminino,25.28,3.0,sim,sudoeste,1.0,6598.2,Sobrepeso,0,0,0,0,0
34.0,feminino,24.27,1.0,não,noroeste,0.0,4044.57,Peso normal,0,0,0,0,0
49.0,feminino,32.47,1.0,sim,sudeste,1.0,4983.07,Obeso,0,0,0,0,0
24.0,masculino,34.58,3.0,sim,sudoeste,1.0,4845.88,Obeso,0,0,0,0,0
18.0,masculino,33.08,1.0,sim,sudoeste,1.0,3087.95,Obeso,0,0,0,0,0
60.0,feminino,33.82,3.0,não,noroeste,0.0,6733.01,Obeso,0,0,0,0,0
,masculino,28.37,3.0,,nordeste,,2429.52,Sobrepeso,0,0,0,0,0
66.0,masculino,23.59,2.0,sim,noroeste,1.0,6648.51,Peso normal,0,0,0,0,0
46.0,masculino,34.83,3.0,sim,nordeste,1.0,6127.29,Obeso,0,0,0,0,0
29.0,masculino,,3.0,sim,nordeste,1.0,4408.63,Valor Inválido,0,0,0,0,0
46.0,feminino,29.98,,não,,0.0,3799.34,Obeso,0,0,0,0,0
50.0,,33.06,3.0,sim,nordeste,1.0,6540.27,Obeso,0,0,0,0,0
36.0,masculino,26.44,3.0,sim,sudoeste,1.0,4969.5,Sobrepeso,0,0,0,0,0
76.0,feminino,33.45,,não,nordeste,0.0,6460.1,Obeso,0,0,0,0,0
78.0,feminino,27.66,1.0,sim,sudeste,1.0,7073.64,Sobrepeso,0,0,0,0,0
27.0,masculino,32.56,3.0,não,nordeste,0.0,4267.22,Obeso,0,0,0,0,0
25.0,masculino,28.31,1.0,não,noroeste,0.0,2908.66,Sobrepeso,0,0,0,0,0
52.0,masculino,26.01,,,sudoeste,,4114.96,Sobrepeso,0,0,0,0,0
,feminino,21.95,1.0,não,sudeste,0.0,1746.93,Peso normal,0,0,0,0,0
33.0,masculino,24.17,0.0,sim,noroeste,1.0,4002.28,Peso normal,0,0,0,0,0
60.0,masculino,21.59,3.0,não,,0.0,6395.99,Peso normal,0,0,0,0,0
,feminino,29.85,2.0,sim,sudoeste,1.0,3005.85,Sobrepeso,0,0,0,0,0
59.0,feminino,25.2,3.0,,,,6277.8,Sobrepeso,0,0,0,0,0
43.0,,29.95,2.0,sim,,1.0,4903.91,Obeso,0,0,0,0,0
41.0,masculino,21.1,1.0,sim,noroeste,1.0,4735.32,Peso normal,0,0,0,0,0
34.0,,28.73,0.0,não,sudoeste,0.0,3194.74,Sobrepeso,0,0,0,0,0
20.0,masculino,25.31,2.0,não,sudeste,0.0,3076.93,Sobrepeso,0,0,0,0,0
,feminino,19.55,1.0,sim,sudeste,1.0,2146.85,Peso normal,0,0,0,0,0
57.0,masculino,,2.0,não,nordeste,0.0,5846.43,Valor Inválido,0,0,0,0,0
76.0,feminino,25.43,3.0,sim,sudeste,1.0,7150.64,Sobrepeso,0,0,0,0,0
69.0,masculino,,0.0,sim,sudeste,1.0,6047.07,Valor Inválido,0,0,0,0,0
53.0,feminino,,1.0,sim,nordeste,1.0,5045.53,Valor Inválido,0,0,0,0,0
52.0,feminino,32.77,2.0,não,sudeste,0.0,5900.39,Obeso,0,0,0,0,0
,feminino,34.72,2.0,não,sudoeste,0.0,2753.73,Obeso,0,0,0,0,0
71.0,masculino,27.72,3.0,sim,nordeste,1.0,7462.6,Sobrepeso,0,0,0,0,0
,masculino,21.04,0.0,não,,0.0,1252.26,Peso normal,0,0,0,0,0
68.0,masculino,18.89,3.0,não,sudeste,0.0,6706.53,Peso normal,0,0,0,0,0
77.0,feminino,,0.0,não,sudeste,0.0,5756.14,Valor Inválido,0,0,0,0,0
44.0,feminino,28.31,3.0,não,sudeste,0.0,4812.71,Sobrepeso,0,0,0,0,0
63.0,masculino,33.43,1.0,não,sudeste,0.0,5823.73,Obeso,0,0,0,0,0
53.0,masculino,34.58,3.0,sim,sudeste,1.0,6354.58,Obeso,0,0,0,0,0
42.0,masculino,29.93,1.0,sim,sudoeste,1.0,4459.8,Obeso,0,0,0,0,0
48.0,feminino,22.36,1.0,,nordeste,,4581.91,Peso normal,0,0,0,0,0
33.0,feminino,34.06,3.0,sim,sudeste,1.0,4901.17,Obeso,0,0,0,0,0
32.0,,32.57,3.0,,sudeste,,4654.73,Obeso,0,0,0,0,0
78.0,feminino,18.32,,sim,sudoeste,1.0,6698.03,Abaixo do peso,0,0,0,0,0
67.0,,27.15,3.0,não,sudoeste,0.0,6790.91,Sobrepeso,0,0,0,0,0
71.0,feminino,29.78,1.0,não,noroeste,0.0,6282.57,Sobrepeso,0,0,0,0,0
63.0,feminino,23.0,2.0,sim,,1.0,6390.32,Peso normal,0,0,0,0,0
57.0,masculino,28.82,,não,nordeste,0.0,4852.19,Sobrepeso,0,0,0,0,0
55.0,feminino,31.99,1.0,não,sudoeste,0.0,5276.51,Obeso,0,0,0,0,0
20.0,masculino,28.33,0.0,não,sudeste,0.0,2172.94,Sobrepeso,0,0,0,0,0
33.0,masculino,25.38,0.0,não,noroeste,0.0,3635.97,Sobrepeso,0,0,0,0,0
35.0,masculino,20.54,3.0,não,nordeste,0.0,4644.88,Peso normal,0,0,0,0,0
25.0,,31.1,3.0,não,nordeste,0.0,4324.31,Obeso,0,0,0,0,0
45.0,feminino,18.51,3.0,não,noroeste,0.0,5194.18,Peso normal,0,0,0,0,0
,,,0.0,,nordeste,,1263.44,Valor Inválido,0,0,0,0,0
43.0,masculino,29.93,3.0,sim,sudoeste,1.0,5278.03,Obeso,0,0,0,0,0
23.0,feminino,19.0,,sim,nordeste,1.0,3441.34,Peso normal,0,0,0,0,0
43.0,feminino,,1.0,sim,noroeste,1.0,4634.48,Valor Inválido,0,0,0,0,0
71.0,feminino,19.58,3.0,sim,noroeste,1.0,7364.72,Peso normal,0,0,0,0,0
62.0,,26.79,2.0,sim,sudoeste,1.0,6192.05,Sobrepeso,0,0,0,0,0
58.0,feminino,21.53,0.0,,sudeste,,4683.43,Peso normal,0,0,0,0,0
,masculino,29.5,2.0,não,sudoeste,0.0,2336.36,Sobrepeso,0,0,0,0,0
59.0,masculino,29.22,2.0,sim,sudoeste,1.0,6200.08,Sobrepeso,0,0,0,0,0
55.0,masculino,21.01,0.0,sim,nordeste,1.0,4807.86,Peso normal,0,0,0,0,0
59.0,masculino,,1.0,não,noroeste,0.0,5494.4,Valor Inválido,0,0,0,0,0
66.0,masculino,30.24,3.0,não,nordeste,0.0,7041.9,Obeso,0,0,0,0,0
37.0,feminino,22.07,,não,sudoeste,0.0,3494.89,Peso normal,0,0,0,0,0
32.0,masculino,33.82,2.0,sim,nordeste,1.0,4413.29,Obeso,0,0,0,0,0
,feminino,33.18,1.0,sim,sudoeste,1.0,2708.37,Obeso,0,0,0,0,0
43.0,masculino,33.57,3.0,sim,noroeste,1.0,5605.19,Obeso,0,0,0,0,0
18.0,,32.79,1.0,sim,sudoeste,1.0,3710.68,Obeso,0,0,0,0,0
61.0,feminino,28.37,1.0,não,,0.0,5571.24,Sobrepeso,0,0,0,0,0
36.0,masculino,27.81,3.0,sim,,1.0,5157.89,Sobrepeso,0,0,0,0,0
41.0,,31.93,3.0,não,noroeste,0.0,5239.39,Obeso,0,0,0,0,0
19.0,,18.48,1.0,sim,sudoeste,1.0,3005.54,Abaixo do peso,0,0,0,0,0
22.0,masculino,,0.0,não,sudeste,0.0,2714.81,Valor Inválido,0,0,0,0,0
76.0,masculino,28.58,3.0,sim,sudeste,1.0,8060.76,Sobrepeso,0,0,0,0,0
22.0,masculino,24.68,2.0,sim,sudoeste,1.0,3897.2,Peso normal,0,0,0,0,0
25.0,masculino,33.77,1.0,não,noroeste,0.0,3600.6,Obeso,0,0,0,0,0
30.0,feminino,31.93,,sim,nordeste,1.0,4033.03,Obeso,0,0,0,0,0
25.0,masculino,23.4,0.0,não,,0.0,2817.4,Peso normal,0,0,0,0,0
34.0,feminino,24.63,0.0,sim,noroeste,1.0,3399.12,Peso normal,0,0,0,0,0
,masculino,30.13,0.0,sim,nordeste,1.0,2003.77,Obeso,0,0,0,0,0
69.0,masculino,19.81,2.0,não,,0.0,5694.01,Peso normal,0,0,0,0,0
28.0,masculino,32.32,0.0,sim,noroeste,1.0,3697.74,Obeso,0,0,0,0,0
71.0,feminino,,0.0,sim,sudeste,1.0,6187.25,Valor Inválido,0,0,0,0,0
44.0,feminino,22.34,3.0,não,noroeste,0.0,5352.7,Peso normal,0,0,0,0,0
35.0,masculino,22.05,,não,sudeste,0.0,3442.48,Peso normal,0,0,0,0,0
54.0,feminino,33.85,1.0,sim,noroeste,1.0,5850.22,Obeso,0,0,0,0,0
55.0,,27.97,3.0,sim,,1.0,6238.17,Sobrepeso,0,0,0,0,0
71.0,masculino,24.7,3.0,não,sudeste,0.0,7005.62,Peso normal,0,0,0,0,0
44.0,feminino,18.32,3.0,sim,sudeste,1.0,5801.21,Abaixo do peso,0,0,0,0,0
52.0,feminino,26.34,3.0,sim,sudeste,1.0,6274.48,Sobrepeso,0,0,0,0,0
57.0,masculino,27.65,3.0,não,nordeste,0.0,5614.34,Sobrepeso,0,0,0,0,0
57.0,masculino,32.97,2.0,sim,nordeste,1.0,6675.38,Obeso,0,0,0,0,0
37.0,masculino,21.02,2.0,não,noroeste,0.0,4473.28,Peso normal,0,0,0,0,0
46.0,feminino,28.82,1.0,sim,noroeste,1.0,4643.72,Sobrepeso,0,0,0,0,0
44.0,feminino,32.16,,não,noroeste,0.0,3825.5,Obeso,0,0,0,0,0
71.0,feminino,31.71,1.0,sim,noroeste,1.0,6598.32,Obeso,0,0,0,0,0
,feminino,22.54,3.0,não,noroeste,0.0,2553.94,Peso normal,0,0,0,0,0
41.0,feminino,33.19,3.0,sim,sudeste,1.0,5770.12,Obeso,0,0,0,0,0
73.0,masculino,29.37,0.0,,sudoeste,,5668.89,Sobrepeso,0,0,0,0,0
,feminino,20.02,3.0,sim,sudeste,1.0,3236.26,Peso normal,0,0,0,0,0
75.0,,23.95,3.0,não,noroeste,0.0,7238.66,Peso normal,0,0,0,0,0
76.0,masculino,20.19,2.0,,noroeste,,6602.67,Peso normal,0,0,0,0,0
55.0,feminino,22.23,1.0,sim,noroeste,1.0,5025.74,Peso normal,0,0,0,0,0
45.0,feminino,20.71,0.0,não,,0.0,4041.51,Peso normal,0,0,0,0,0
36.0,feminino,22.01,2.0,sim,sudeste,1.0,4332.29,Peso normal,0,0,0,0,0
28.0,masculino,19.76,1.0,sim,nordeste,1.0,4128.38,Peso normal,0,0,0,0,0
67.0,masculino,33.27,,não,sudeste,0.0,5270.63,Obeso,0,0,0,0,0
18.0,masculino,34.56,,não,nordeste,0.0,2628.17,Obeso,0,0,0,0,0
50.0,masculino,,0.0,não,sudeste,0.0,4109.08,Valor Inválido,0,0,0,0,0
,feminino,28.81,0.0,sim,noroeste,1.0,1702.94,Sobrepeso,0,0,0,0,0
22.0,masculino,32.66,1.0,não,nordeste,0.0,3571.29,Obeso,0,0,0,0,0
39.0,masculino,,3.0,sim,nordeste,1.0,5262.62,Valor Inválido,0,0,0,0,0
38.0,feminino,21.84,2.0,sim,noroeste,1.0,4861.96,Peso normal,0,0,0,0,0
,,27.24,3.0,,sudoeste,,2326.02,Sobrepeso,0,0,0,0,0
27.0,masculino,31.06,3.0,não,noroeste,0.0,4547.74,Obeso,0,0,0,0,0
43.0,masculino,27.7,1.0,sim,sudeste,1.0,4659.39,Sobrepeso,0,0,0,0,0
55.0,feminino,24.78,0.0,não,nordeste,0.0,4308.97,Peso normal,0,0,0,0,0
57.0,feminino,22.93,2.0,não,noroeste,0.0,5666.93,Peso normal,0,0,0,0,0
62.0,masculino,31.61,1.0,sim,sudoeste,1.0,5754.5,Obeso,0,0,0,0,0
60.0,feminino,30.99,2.0,não,nordeste,0.0,5948.22,Obeso,0,0,0,0,0
68.0,masculino,18.16,0.0,não,sudoeste,0.0,4821.51,Abaixo do peso,0,0,0,0,0
57.0,feminino,33.55,2.0,,,,6170.49,Obeso,0,0,0,0,0
69.0,masculino,26.38,2.0,,,,6271.38,Sobrepeso,0,0,0,0,0
34.0,masculino,,3.0,sim,nordeste,1.0,5086.5,Valor Inválido,0,0,0,0,0
40.0,feminino,28.78,0.0,sim,,1.0,4360.03,Sobrepeso,0,0,0,0,0
69.0,feminino,21.6,2.0,não,noroeste,0.0,5878.78,Peso normal,0,0,0,0,0
,feminino,29.68,0.0,não,sudeste,0.0,1055.68,Sobrepeso,0,0,0,0,0
33.0,masculino,21.07,2.0,não,,0.0,4088.63,Peso normal,0,0,0,0,0
26.0,masculino,21.54,3.0,sim,,1.0,4319.33,Peso normal,0,0,0,0,0
60.0,feminino,22.75,,sim,noroeste,1.0,5272.35,Peso normal,0,0,0,0,0
68.0,feminino,25.14,,não,sudoeste,0.0,5449.68,Sobrepeso,0,0,0,0,0
29.0,masculino,29.37,0.0,sim,nordeste,1.0,3563.97,Sobrepeso,0,0,0,0,0
50.0,feminino,,1.0,não,sudoeste,0.0,4885.04,Valor Inválido,0,0,0,0,0
47.0,masculino,,1.0,não,sudoeste,0.0,4169.7,Valor Inválido,0,0,0,0,0
73.0,feminino,18.88,2.0,não,,0.0,5924.78,Peso normal,0,0,0,0,0
23.0,masculino,27.95,3.0,sim,sudeste,1.0,4052.88,Sobrepeso,0,0,0,0,0
37.0,feminino,23.93,3.0,sim,nordeste,1.0,5397.99,Peso normal,0,0,0,0,0
71.0,feminino,24.87,0.0,sim,sudoeste,1.0,6305.58,Peso normal,0,0,0,0,0
34.0,feminino,23.59,2.0,não,nordeste,0.0,3955.74,Peso normal,0,0,0,0,0
22.0,feminino,,0.0,não,sudoeste,0.0,2227.99,Valor Inválido,0,0,0,0,0
44.0,,31.07,0.0,sim,sudoeste,1.0,4476.72,Obeso,0,0,0,0,0
60.0,feminino,,3.0,não,noroeste,0.0,6211.76,Valor Inválido,0,0,0,0,0
47.0,,31.2,,sim,noroeste,1.0,4730.27,Obeso,0,0,0,0,0
53.0,feminino,34.03,,sim,sudeste,1.0,5281.67,Obeso,0,0,0,0,0
77.0,feminino,20.88,,sim,nordeste,1.0,5923.91,Peso normal,0,0,0,0,0
